id,status_group
8082,functional
70556,functional
37394,functional
47544,functional
6606,non functional
6172,functional
31810,non functional
39699,functional
72491,functional
2541,functional
2417,functional
31954,non functional
5464,non functional
610,non functional
74109,functional needs repair
451,functional
32474,non functional
8920,non functional
8275,non functional
52914,functional
39717,functional
14659,non functional
50682,functional
41660,functional
72908,functional
59068,functional
57326,functional
38133,functional
52555,non functional
34632,functional
4827,functional
52974,functional
31676,functional
59290,functional needs repair
1422,functional
56372,non functional
51839,non functional
47587,non functional
19536,functional
64146,functional
22322,non functional
63726,non functional
32609,non functional
72634,functional
61287,non functional
38333,non functional
35940,functional needs repair
5437,functional
46104,functional
60088,functional
56801,non functional
62549,non functional
72278,functional
73965,non functional
22732,non functional
35770,functional
16968,functional
55429,functional
35846,non functional
34638,non functional
45286,non functional
17828,functional
15959,functional
24891,functional needs repair
14877,functional needs repair
4913,functional
9458,functional
3240,functional
2066,non functional
63702,non functional
14990,non functional
25845,non functional
42265,non functional
17167,functional
58498,functional
65058,functional
21955,functional
49757,non functional
39853,non functional
67471,functional needs repair
39379,functional
70500,functional
1297,functional
7295,non functional
61469,non functional
12396,non functional
9602,functional
50059,functional needs repair
52405,non functional
49851,functional
41824,functional
44260,functional
60251,functional needs repair
17446,non functional
61072,functional
19273,non functional
25623,functional
50430,non functional
72924,functional
32567,non functional
42888,non functional
24664,functional
42154,functional
43399,non functional
58236,non functional
6448,functional
34823,functional
26445,non functional
67057,functional
60062,non functional
41347,functional
51820,functional
17250,functional
15458,functional
17107,functional
50471,functional
49746,functional
30500,functional
63620,functional
39153,non functional
25869,non functional
36152,functional
69521,non functional
66168,functional needs repair
33136,functional
69972,non functional
1860,functional
52622,functional
25144,non functional
28413,non functional
65622,non functional
32693,functional
17931,functional
7222,functional
44084,functional
61599,functional
72365,non functional
24755,non functional
62690,functional
4343,functional
15782,functional
23726,functional
18718,functional
67328,non functional
24895,functional
59849,functional
45849,functional
1255,functional
54329,functional needs repair
39265,non functional
66432,non functional
53153,functional
22503,functional
18311,non functional
9001,non functional
36374,functional
47181,non functional
34136,functional
49224,non functional
45056,non functional
71536,functional needs repair
12498,functional
57485,functional
13176,functional
9708,functional
9010,non functional
32548,functional
9563,functional
67922,functional
57536,functional
64724,non functional
17665,functional
73365,functional
70644,functional
24808,non functional
13825,non functional
30378,functional
43165,non functional
12530,non functional
18480,functional
44101,non functional
69763,functional
8868,functional needs repair
38283,non functional
53624,non functional
31950,functional
50887,functional
6961,functional needs repair
20511,non functional
33578,functional
42155,functional
72399,non functional
35783,functional
51952,functional
37945,functional
44649,non functional
49049,non functional
7420,non functional
47279,functional
16200,non functional
70620,functional
65081,functional
9348,functional
63031,functional
72350,non functional
15141,functional
67727,functional
69119,non functional
56,functional needs repair
7635,non functional
37585,non functional
31580,functional
41909,functional
71718,functional
56496,functional needs repair
13713,functional
690,functional needs repair
49168,non functional
61161,functional
52289,functional
57259,functional
21287,non functional
27713,non functional
11610,functional
62969,non functional
70569,functional
33323,functional
25566,functional
19386,non functional
69137,functional
40905,functional
18260,non functional
37895,functional
2097,functional
39960,non functional
38134,functional
61616,non functional
68660,non functional
17755,functional
61914,functional
4089,functional
55211,functional
27427,non functional
40272,non functional
23471,functional
26269,functional
40986,functional
61733,functional needs repair
66671,functional needs repair
46515,non functional
24622,functional
24507,functional needs repair
44135,non functional
25995,functional
34329,functional
71102,non functional
61408,non functional
73984,functional
30034,non functional
11528,functional
65516,functional
65398,non functional
48946,functional
73878,functional
23202,non functional
71057,non functional
70825,functional
1392,non functional
10756,functional
56278,non functional
71765,functional
30086,non functional
32458,functional
31385,functional
4859,non functional
8000,functional
2931,non functional
40370,functional
50050,functional
67674,functional
58702,functional
8340,functional
42127,non functional
9944,functional
7691,functional
44797,functional needs repair
3662,functional
66930,functional
27230,non functional
40280,functional
23495,functional
26398,non functional
52435,non functional
10472,functional
69266,non functional
39589,non functional
295,functional
119,non functional
23269,non functional
695,functional
71489,non functional
38996,non functional
59423,functional
39832,functional
32139,functional
28193,functional
30090,functional
62426,non functional
69712,functional
70783,non functional
20766,functional needs repair
23867,non functional
36140,functional
47309,non functional
52016,functional
1742,functional
30416,functional
11724,non functional
28651,functional
47958,non functional
54629,non functional
14467,non functional
37268,functional
62254,functional
16463,functional
49167,non functional
46336,non functional
28235,non functional
5215,non functional
60961,functional
52480,non functional
297,functional
14194,functional
73308,non functional
40637,non functional
37746,non functional
43737,non functional
68088,non functional
48328,functional
59653,non functional
65124,non functional
17817,non functional
21489,non functional
25541,functional needs repair
70299,non functional
38889,functional
11708,non functional
74084,functional
45276,non functional
15673,functional
59494,functional
42245,non functional
68137,functional
71542,functional
8123,non functional
71474,non functional
50397,non functional
72211,functional
26046,non functional
46695,functional
2909,functional
69797,functional
62180,non functional
50454,functional
40401,functional
25757,functional
28039,non functional
73436,functional
70566,functional
8324,functional
61945,functional
45457,functional
14565,functional
16981,functional
21009,functional
45683,functional
48579,functional
10565,non functional
56470,functional
29372,non functional
32544,non functional
69893,non functional
73406,non functional
29880,non functional
10298,functional
36487,functional
20693,functional
65685,functional
20530,non functional
49272,non functional
64102,functional
36131,non functional
33228,non functional
57695,functional
7517,functional
55620,functional needs repair
17268,functional
11249,functional
47998,non functional
27142,non functional
58375,functional
12584,non functional
57602,functional
20369,non functional
57395,functional
64920,functional
34087,functional
69340,non functional
56165,non functional
56446,functional
51418,non functional
22256,functional
36105,functional
67828,non functional
49954,non functional
68976,non functional
12579,functional
39219,functional
45484,functional
50131,functional needs repair
1248,functional needs repair
69801,non functional
61423,functional
12874,functional
39973,non functional
41152,non functional
36044,non functional
46164,functional
29913,functional
60126,non functional
39098,non functional
53469,functional
18085,functional
49807,functional needs repair
61478,functional needs repair
48011,functional
22097,functional
26786,functional needs repair
67214,functional
57396,functional
15121,non functional
26270,non functional
12893,functional
29798,functional
11967,functional
28532,functional
7479,non functional
72765,functional
27323,non functional
51711,non functional
9298,functional
52180,non functional
39308,functional
10862,non functional
64092,functional
12219,functional
25624,non functional
69697,functional
24128,non functional
3436,non functional
8722,functional
28229,functional
60293,non functional
58906,functional
10124,non functional
41498,functional
29382,functional
36213,functional
25751,functional
4316,functional
49381,non functional
22273,functional needs repair
14267,non functional
40463,functional
72377,non functional
7447,functional
11322,non functional
16293,functional
56159,non functional
19090,functional
46019,functional
8367,functional
61989,functional
56632,functional
12306,functional
68296,non functional
2957,functional
11938,non functional
62524,non functional
58394,non functional
65531,functional needs repair
50403,functional
24663,functional
40739,functional needs repair
68053,non functional
44390,non functional
63960,non functional
20362,functional
68756,functional
45723,non functional
2025,non functional
45988,functional
19462,non functional
47888,non functional
53277,functional needs repair
51783,functional
33684,functional
59822,functional
25888,non functional
62768,functional
17040,functional
22507,functional
9611,functional
30922,functional
29011,non functional
17933,functional
52434,non functional
10365,non functional
35320,functional
69511,functional
67235,non functional
25146,functional
38814,non functional
36047,functional
35321,non functional
33631,non functional
13649,non functional
58214,functional
67452,non functional
11449,functional
39926,non functional
73390,functional
58427,non functional
7953,non functional
61092,non functional
5688,functional
72807,functional
23225,functional needs repair
665,functional
49409,non functional
66245,functional
7441,functional
32121,non functional
53426,functional
43413,functional
41630,functional
15423,non functional
6026,functional
3359,non functional
65592,non functional
37189,functional
12841,functional
50843,non functional
8211,functional
60807,functional
56521,functional needs repair
35796,functional
29418,functional
25449,functional
31239,functional needs repair
21471,functional needs repair
50997,functional
43107,functional
61361,non functional
23258,non functional
21647,non functional
5678,non functional
23130,functional
17730,functional
41308,non functional
19630,non functional
45451,functional
34528,non functional
65758,functional
52320,non functional
73077,functional
24404,non functional
71589,functional
51549,functional
14177,functional
20953,non functional
67557,non functional
9449,functional
66186,functional
66167,functional needs repair
751,functional
34648,non functional
68415,non functional
57868,functional
36697,functional
57609,functional
3337,functional
67149,non functional
20707,functional needs repair
24081,functional
57509,functional
2817,non functional
43718,functional
66184,functional
3920,functional
73704,non functional
23171,functional
30773,non functional
54753,non functional
30304,functional
44103,functional
48789,non functional
70507,non functional
72262,non functional
11363,functional
53168,non functional
36787,non functional
27973,functional
43722,non functional
6233,functional
61154,functional
24889,non functional
57525,functional
56239,non functional
40919,non functional
65298,non functional
6337,functional
1994,functional
61569,functional
46644,functional
48964,functional
990,functional
30162,non functional
10896,non functional
49477,non functional
48004,functional
22505,functional needs repair
64672,functional
65201,non functional
71521,functional
38359,functional
70757,non functional
52076,functional
15002,non functional
52268,functional
70815,functional
21993,functional
7147,functional needs repair
19933,functional
31102,functional
69722,functional
53206,functional
12895,non functional
58870,functional
7071,functional
63108,non functional
56495,non functional
54464,non functional
54610,non functional
65000,functional
13329,non functional
13284,functional
69147,functional
61319,non functional
60527,functional
47719,functional
6498,functional
12649,non functional
65942,functional
65283,non functional
53223,functional
5523,non functional
23271,non functional
52631,non functional
43542,functional
34344,functional
23515,functional
7732,non functional
44643,non functional
4077,functional
19671,non functional
4260,functional
53600,non functional
33495,functional
18562,non functional
50676,functional
67990,functional
28827,functional
44251,functional
20222,functional
17919,non functional
57783,functional needs repair
11564,functional needs repair
47976,non functional
12865,functional
72865,functional
58404,functional
70789,functional
34198,functional
57541,non functional
65544,functional
72140,functional
37597,functional
14101,non functional
13726,non functional
11749,non functional
57024,functional needs repair
22913,non functional
26870,non functional
49240,non functional
63883,functional
59497,functional
58054,functional
70120,functional
61524,functional
42327,non functional
59093,non functional
26108,non functional
60996,functional
58322,functional
44155,non functional
28492,functional needs repair
16826,functional
15046,functional
33570,functional
12810,functional
24294,functional
40023,non functional
62533,non functional
18955,functional
41271,functional
68261,non functional
30711,functional
73595,functional
24821,functional needs repair
35843,non functional
67902,functional
40060,functional
10895,functional
66672,functional
30883,non functional
52144,non functional
11993,non functional
62056,functional
11897,functional
64462,functional
38295,non functional
63938,functional
29998,functional
54798,functional
29835,non functional
73879,non functional
11299,non functional
53752,functional
19398,non functional
15892,non functional
10860,non functional
52067,non functional
16683,functional
33130,functional
18044,functional
31443,functional
70526,functional
68863,functional
35739,non functional
47580,non functional
51325,non functional
11351,functional
16057,functional
54345,functional
26189,non functional
31181,non functional
53503,non functional
57319,non functional
25077,functional
47106,non functional
71279,non functional
4962,functional
41255,non functional
930,functional
61207,functional
37455,non functional
44475,functional
26640,functional
11395,non functional
35982,functional
54451,non functional
73019,functional
784,functional
47854,non functional
68164,non functional
18870,functional
8040,non functional
20990,functional
11738,functional
68993,non functional
9599,non functional
60140,functional
38146,functional
46583,functional
49378,non functional
30368,non functional
4383,functional
6916,functional
23033,functional
71814,non functional
28789,functional
38953,functional
38054,functional
25887,functional
16151,non functional
31491,functional
69085,functional
45279,functional
29556,non functional
52885,non functional
15054,functional
52478,non functional
38762,functional
64098,non functional
35914,functional
8891,non functional
8148,non functional
63543,functional
37006,non functional
14279,functional
31913,functional
17721,non functional
8180,functional
49531,functional
34943,functional
7579,non functional
6092,functional
21259,non functional
72797,functional
28287,non functional
63215,functional
13474,non functional
20561,functional
12588,non functional
14739,functional
28980,non functional
73012,non functional
53673,functional
47326,functional
31004,functional
12676,non functional
44166,non functional
11153,functional needs repair
31748,functional
41575,non functional
25636,non functional
50958,functional
13415,non functional
65938,functional
34030,functional
56712,functional
54507,functional needs repair
28053,non functional
39077,functional
43240,non functional
35560,functional needs repair
37926,functional
41277,functional
40596,functional
42529,functional needs repair
21041,functional
36232,functional
56349,non functional
34179,non functional
43987,functional
53780,functional
169,functional
40015,functional
64641,non functional
1747,non functional
27641,non functional
68007,functional
55751,non functional
15037,functional
40947,non functional
51877,functional needs repair
34812,functional
29872,functional
32837,functional
55565,non functional
69926,functional
42532,non functional
52784,functional
5361,functional
5730,functional
23394,non functional
41365,functional
46488,functional
28853,functional needs repair
53491,functional
50793,functional
28435,functional
6618,functional
53972,functional needs repair
73645,functional needs repair
64583,non functional
13997,non functional
51669,functional
54527,non functional
17029,non functional
9473,functional needs repair
37325,non functional
5694,functional
56033,functional
60190,functional
8547,functional needs repair
25937,functional
8548,non functional
2117,non functional
13435,functional
22003,non functional
61637,functional
66104,functional
1965,functional needs repair
41316,functional
11920,functional
71144,functional needs repair
67397,non functional
55780,functional
58309,functional
48668,non functional
59472,functional
22441,functional
11127,functional needs repair
68941,functional
22729,functional
54708,functional
60885,non functional
62516,non functional
18701,functional
45460,non functional
59592,functional
16822,functional
13470,non functional
8240,functional
43676,functional
58625,functional
16819,functional
15800,functional
13701,functional
17097,functional
26854,functional
20588,functional
72696,non functional
41450,functional
35019,functional needs repair
18932,functional
70207,non functional
1754,functional
55047,functional
25030,functional
63942,non functional
41921,functional
56376,functional needs repair
8810,functional needs repair
58199,functional
51540,functional
5366,non functional
67846,non functional
46688,functional
62725,functional
36125,functional
16025,non functional
68366,non functional
69707,non functional
55037,functional
17586,functional
7881,functional
11668,functional
62397,functional
70615,non functional
51055,functional
73698,functional
66584,functional
15468,non functional
36784,functional
46458,functional
51502,functional
15504,functional
46991,non functional
22227,functional
5743,functional
27148,non functional
59982,functional
74051,non functional
44330,non functional
1336,functional
56030,non functional
11644,functional
15049,functional
56856,non functional
66377,functional
72296,functional
25650,non functional
35684,non functional
57358,functional
12674,functional
71943,non functional
61143,non functional
30801,functional
17728,functional
28822,non functional
17162,functional
68383,non functional
20173,functional
6374,functional
21898,functional needs repair
46056,functional
67447,functional
37776,functional
22985,non functional
2392,functional
39330,functional
22870,non functional
41744,non functional
65480,functional
62034,functional
66756,functional
24646,functional
29130,functional needs repair
59670,non functional
4296,functional
41620,non functional
40736,functional
27608,non functional
10385,non functional
7185,non functional
37842,non functional
65941,non functional
3876,functional needs repair
52799,functional
28566,non functional
25663,non functional
51512,functional
62451,functional
38610,functional
39797,non functional
58531,functional
48659,functional
70549,functional
36146,functional needs repair
45838,functional
74157,non functional
47177,functional
67663,non functional
56364,functional
18537,functional
39221,functional
48297,functional
25665,functional
1650,non functional
64189,functional
13042,functional needs repair
10599,functional
51519,non functional
33293,non functional
22893,functional
8975,non functional
24738,functional
6301,non functional
67984,non functional
52595,functional
53973,functional
7907,functional
26731,functional
31976,functional
13116,functional
19262,non functional
51832,non functional
7621,non functional
56826,functional
1619,functional
64183,functional
41236,non functional
61055,non functional
26200,functional
3789,functional
5214,non functional
57311,non functional
60940,functional
43312,non functional
36201,functional
68535,non functional
43429,functional
47879,non functional
56538,functional
5052,functional
43412,functional
37829,non functional
73550,functional
59293,functional
50401,functional
38294,functional
145,non functional
11833,functional
70169,functional
49641,functional
1624,functional
21160,non functional
39732,functional
60271,functional
36786,non functional
6964,functional
11051,non functional
11642,non functional
5538,functional
7106,functional
50964,non functional
12976,functional
54688,non functional
6730,functional
41922,non functional
26081,non functional
38119,functional
11242,functional
39599,functional
72212,non functional
62323,non functional
71702,functional
40539,non functional
38995,non functional
46734,non functional
55031,functional needs repair
14133,non functional
1845,functional
7776,functional
36805,non functional
64846,non functional
70281,non functional
38877,non functional
12354,non functional
67115,functional
9707,functional
19329,non functional
49096,functional
22914,functional
6263,non functional
20127,non functional
26305,functional
70161,non functional
421,functional
70488,non functional
32170,non functional
3606,non functional
19632,functional
10605,functional
64191,non functional
23523,non functional
37162,functional
8977,functional
64618,functional needs repair
65495,functional
13735,non functional
66500,functional
68006,functional
67758,functional
62213,functional
25779,functional
45342,non functional
73189,non functional
38788,non functional
5486,functional
25557,functional
10952,functional
30641,functional
5381,functional
45657,non functional
72543,non functional
532,non functional
64772,non functional
27321,functional
33872,functional
63730,non functional
55003,functional
24374,non functional
33902,functional needs repair
51953,functional
53903,functional
31543,functional needs repair
2168,non functional
66268,non functional
59733,functional
7378,functional
68265,functional
47845,functional
19918,functional
43769,non functional
67056,functional
61728,functional
43439,non functional
52328,non functional
64410,non functional
65278,functional
41598,non functional
65515,non functional
7473,functional
20546,functional
18148,non functional
26421,functional
36950,non functional
66387,functional needs repair
2790,functional
43631,non functional
22385,functional
3230,non functional
27249,functional
30042,functional
55644,non functional
73496,non functional
39158,functional
55125,functional
6503,non functional
29563,non functional
10791,functional
3727,non functional
50464,non functional
13995,non functional
21792,non functional
68438,functional
71844,functional
69310,functional
12035,non functional
57002,functional
43514,functional needs repair
44284,functional
49987,non functional
39549,non functional
47624,non functional
34399,non functional
6360,functional
34764,functional
58074,functional
37142,functional
34830,functional
54809,non functional
48025,functional
53043,functional
59695,non functional
7213,non functional
27130,non functional
56714,non functional
39653,non functional
64342,non functional
64808,functional
42477,non functional
29560,functional
25550,non functional
26773,non functional
38192,functional
72965,functional
63374,functional
115,functional
51809,non functional
40464,non functional
29302,non functional
53178,non functional
17511,functional
44144,functional
35544,functional
65734,functional
67807,functional
17456,functional
52526,functional
16181,functional
10401,non functional
21397,non functional
49890,non functional
37747,functional
65527,functional
10203,functional
44423,non functional
12144,functional
1339,functional needs repair
592,functional
15828,non functional
40644,non functional
34640,functional
42179,functional needs repair
28527,functional
4712,functional
32599,non functional
33204,non functional
41483,non functional
41173,functional
21872,functional
72720,functional
28479,functional
44339,non functional
63488,non functional
210,non functional
49474,functional needs repair
16937,functional
17675,functional needs repair
25909,non functional
38837,functional
66483,functional
53873,non functional
72413,functional
44520,functional
27488,non functional
63404,functional
60352,functional
40708,non functional
20163,functional needs repair
48972,functional
4610,functional
18364,functional
59734,functional
21517,functional
15367,non functional
46248,functional
56247,non functional
29275,non functional
60698,functional needs repair
23777,functional
55685,functional
21331,functional
31317,functional
68539,functional
53472,functional
61355,non functional
31717,non functional
29782,functional
29941,functional
38935,functional
73477,functional
47091,functional
43307,functional
2757,functional
25733,functional
19987,functional
48524,functional
3796,non functional
50415,functional
4987,functional
46163,non functional
62109,functional
37764,functional
316,non functional
35635,functional
7965,functional
68338,functional
37299,functional
45905,non functional
37102,non functional
18583,functional
34386,functional
46067,functional needs repair
17635,functional
22553,non functional
68886,functional
59379,non functional
55935,non functional
54887,functional
20563,non functional
48015,functional
51662,non functional
51628,functional
62301,functional
16608,non functional
22834,functional
68673,functional
61223,functional
3937,functional
59039,non functional
50770,non functional
9591,functional
56583,non functional
31246,non functional
24351,functional
52030,functional
60396,functional
13941,non functional
60324,functional
37558,non functional
25435,non functional
3542,functional
60266,non functional
51310,non functional
4684,non functional
70247,non functional
57704,non functional
44187,non functional
69888,functional
41403,functional
37681,non functional
4140,functional needs repair
40687,non functional
39666,functional
52083,non functional
64175,functional
9161,non functional
54781,functional
26033,non functional
8118,functional
59152,functional
15025,non functional
17331,non functional
16184,functional
49619,functional
63002,functional
40691,functional
57458,functional
41329,functional
64783,functional
61218,functional
10917,functional
43915,non functional
49390,non functional
22444,functional
37969,non functional
35672,functional needs repair
16879,non functional
51229,functional
29158,functional
51471,functional
3030,functional
41579,functional needs repair
34601,functional
56933,non functional
72806,functional
43394,functional
48084,functional
46877,functional
23131,non functional
57737,functional
48707,non functional
21635,functional
60994,non functional
71240,functional
49813,functional
38755,non functional
64989,functional
67343,non functional
680,non functional
43096,functional
49679,non functional
27480,functional
70629,non functional
41459,functional
27976,functional
52031,functional
33404,non functional
42324,non functional
20817,functional
17071,non functional
67388,non functional
49957,functional
52834,functional
57012,non functional
50957,non functional
51974,functional
14024,functional
15692,non functional
41410,non functional
1708,functional
1760,non functional
61630,functional
32976,functional
68074,non functional
30420,functional
26714,functional
7065,functional
69481,non functional
20228,functional
59697,functional needs repair
41557,functional
35776,functional needs repair
42596,non functional
19376,functional needs repair
55502,functional
59863,functional
38888,non functional
14837,functional
62289,functional
30074,non functional
33048,functional needs repair
9732,functional
32510,functional
16475,functional
69588,functional
72811,non functional
43048,functional
41486,functional
68730,functional
43139,non functional
51080,non functional
16317,non functional
71412,non functional
38027,functional
48041,functional
11302,functional
14997,functional
22398,non functional
62130,functional
15884,functional
22644,non functional
26944,non functional
47460,functional
44497,functional
25029,functional
52420,functional needs repair
50637,non functional
13348,non functional
18694,non functional
71998,non functional
45999,functional
53770,functional
4182,functional
37592,functional needs repair
31582,functional
55013,functional needs repair
49073,non functional
25231,non functional
10587,functional
58652,functional
60423,non functional
63795,functional needs repair
11713,non functional
22343,functional
3635,non functional
69587,functional
48450,functional needs repair
37479,functional needs repair
11508,functional
64518,functional needs repair
18345,non functional
9441,non functional
44525,functional
39688,functional
23584,non functional
51200,functional
9400,functional
48887,functional
73094,functional
275,non functional
47665,non functional
51883,non functional
73367,functional
10559,functional
54328,non functional
64902,non functional
67850,non functional
2305,functional
29183,functional
14248,functional
45327,non functional
48749,non functional
2192,functional
61724,functional
46168,functional
67479,functional
21010,functional
65059,functional
14770,functional
49917,functional
52005,functional
53659,non functional
17563,non functional
537,functional
31423,functional needs repair
65409,functional
36084,functional
41822,non functional
45793,functional
10556,functional
27889,non functional
62738,non functional
69714,non functional
7369,non functional
67728,functional
44221,functional needs repair
25369,functional
1557,non functional
30850,non functional
29778,functional needs repair
45251,non functional
18005,functional needs repair
18366,functional
15252,functional
26517,non functional
31839,non functional
62210,functional
7944,functional
42580,functional
5054,non functional
3473,non functional
43454,non functional
72735,functional
37680,non functional
30222,functional
73673,functional
24794,functional
38656,non functional
16010,non functional
49828,non functional
35899,functional
47752,non functional
44442,functional needs repair
2299,functional
40588,functional
62596,functional
36753,functional needs repair
50500,functional
48694,functional
49667,functional
21116,functional
11369,non functional
11847,functional
23606,non functional
3790,non functional
57628,non functional
47803,functional
32536,functional
61940,functional
52201,non functional
54817,non functional
9406,non functional
6626,functional
49743,functional
7748,functional
30601,non functional
65243,functional
36915,non functional
41017,functional needs repair
44,functional
26413,functional
24096,functional
19106,functional
70753,functional
62474,non functional
35581,functional
69354,functional
50000,functional
72933,non functional
5610,functional
43032,functional
40246,functional
6308,non functional
41146,functional needs repair
55813,functional
13852,functional
42481,non functional
69323,non functional
35149,non functional
35617,functional
47007,non functional
22355,functional
17368,non functional
37755,functional
1568,functional
59261,non functional
667,functional
35966,functional
26354,functional
25594,functional
12182,functional
13185,non functional
40742,non functional
21307,functional
7596,functional needs repair
41151,non functional
11114,non functional
8636,non functional
54043,non functional
58044,functional
19654,functional needs repair
50400,functional
28317,non functional
1966,functional
66447,functional
12514,non functional
54677,functional
1791,functional
39880,non functional
2842,functional
36475,functional
43060,functional
71028,functional
68078,non functional
50438,functional
61785,non functional
33426,functional
64784,functional
23153,functional
38225,functional
65421,functional
10903,functional
69687,functional
4479,functional
4147,non functional
57465,functional needs repair
41204,non functional
66105,functional
25049,functional
62148,functional
25475,functional
63814,non functional
72813,functional
67542,functional
23223,functional
36594,non functional
60480,functional
58483,functional
34565,non functional
66464,non functional
8738,functional
39056,functional
53071,functional
51629,functional
52396,functional
12986,functional
18249,functional needs repair
15797,non functional
51947,functional
71592,functional
48636,non functional
25340,functional needs repair
3596,non functional
8664,non functional
32714,functional
41001,functional
28125,non functional
33179,non functional
42466,non functional
5599,non functional
70558,functional
60010,functional
58946,functional
9026,non functional
18000,non functional
34853,non functional
54995,functional
5060,functional needs repair
2995,functional
41870,non functional
58742,non functional
34931,functional
22405,functional
51137,functional
65799,non functional
238,functional
37123,functional
51348,non functional
70678,functional
52805,functional needs repair
30395,functional needs repair
59191,functional needs repair
65331,functional
5563,functional
28077,non functional
33280,functional
63434,functional
54993,functional
8713,functional
19461,non functional
4959,non functional
40538,functional
10084,functional needs repair
34197,functional needs repair
13246,non functional
8488,functional
12443,functional
17360,non functional
65632,non functional
35922,non functional
43908,functional
61339,functional
53520,functional
40501,functional
39320,non functional
62797,non functional
17477,non functional
2368,non functional
4085,non functional
17649,functional
5710,functional
21973,functional
22885,functional
23284,functional
19587,non functional
3836,functional
57513,functional
21117,functional
53001,functional
55796,non functional
19097,non functional
49507,functional
15972,functional
2538,non functional
52882,functional
4117,non functional
13487,non functional
67143,functional
72441,functional
38637,functional needs repair
19344,non functional
52534,non functional
68903,functional
1856,functional
72818,non functional
43844,non functional
20493,non functional
20009,functional
48848,non functional
10976,non functional
71854,functional needs repair
18865,functional
67941,functional
39906,functional
40315,functional
19423,functional
59767,functional
26888,functional
57637,functional needs repair
28837,functional
13486,functional
68870,functional
3123,non functional
16003,functional
52627,functional
67933,functional needs repair
61114,functional
42800,functional needs repair
62330,functional needs repair
40646,functional
60760,functional
5700,non functional
39269,functional
27884,non functional
42422,non functional
25866,functional
14788,functional
59621,non functional
39916,functional
4403,non functional
46355,functional
43906,non functional
35558,functional
45509,functional
55008,functional
8203,functional
2278,functional needs repair
15833,functional
27300,functional
32871,non functional
54384,non functional
2090,non functional
28751,functional
48859,functional
46558,functional
380,functional
63766,functional
26290,functional
68343,functional
13657,non functional
23141,non functional
38482,functional
32342,functional
43619,functional needs repair
25306,functional
35960,functional
35009,non functional
30112,functional
38652,functional
41696,functional
3965,functional
58550,functional
32205,functional
30769,functional
45419,non functional
15463,functional
60704,non functional
67650,functional needs repair
49847,non functional
25860,functional
32180,non functional
18033,non functional
18175,non functional
5594,functional
34822,functional
27665,functional
55515,non functional
35349,functional
63252,non functional
54229,non functional
36054,functional
64459,functional
27570,functional
58512,functional
44067,functional
27716,functional
52318,functional
28486,functional
66684,functional
50739,non functional
72683,functional
12033,non functional
10430,functional
67025,non functional
68918,non functional
34324,non functional
28089,non functional
35089,non functional
37011,non functional
54983,functional
36457,functional
65413,functional
12134,functional
44484,non functional
23322,non functional
46579,non functional
9071,functional
58820,non functional
34438,functional
13801,functional
6717,functional
65241,non functional
44689,functional
20598,functional
63531,functional
657,non functional
64434,non functional
49488,functional needs repair
45313,functional
20755,functional
35391,functional
40892,non functional
12122,functional
70505,functional
17558,non functional
31523,non functional
58251,functional
67044,functional
59579,non functional
17947,functional
46788,non functional
53945,non functional
41427,functional
18629,functional
8076,functional
59364,functional
27388,non functional
41713,functional
18268,functional
46842,non functional
5288,functional
11269,non functional
66023,functional
59424,functional
3288,functional needs repair
38650,functional
24900,functional
67819,non functional
65960,functional
17696,non functional
38806,functional needs repair
18246,functional
33604,non functional
39557,non functional
31397,functional
70458,non functional
56809,functional
42843,non functional
834,functional
2737,non functional
43550,non functional
19638,functional
32507,functional
64870,functional
11409,functional
30862,functional
15495,non functional
39743,functional
66955,non functional
59418,functional
23129,functional
8867,functional
49072,functional needs repair
68774,non functional
54942,non functional
74098,non functional
13011,non functional
68139,non functional
44972,functional
7811,functional
66434,functional
4635,functional
31605,non functional
70851,functional
56266,non functional
46885,non functional
15507,non functional
53321,non functional
31086,functional
44563,non functional
51156,non functional
68281,functional
16138,functional
7553,non functional
38050,functional
38068,non functional
38528,functional
15339,non functional
36642,non functional
28896,non functional
30677,functional
12506,non functional
14870,functional
65030,functional
11336,non functional
733,functional
47449,non functional
13345,functional
49770,non functional
44335,functional
73630,functional needs repair
39373,functional
31670,functional
7894,non functional
24902,functional
41217,functional needs repair
9617,functional
43451,functional
51778,functional
7751,functional
19849,functional
9036,functional
3110,non functional
60712,non functional
35008,functional needs repair
46752,functional needs repair
72239,functional
37285,functional
49084,functional
26916,functional
37160,non functional
42326,functional
45501,non functional
1588,non functional
62637,functional
25777,functional
55007,functional
17979,non functional
55777,functional
66110,non functional
68086,functional
41974,functional
65626,non functional
71202,non functional
61175,functional
60978,non functional
21669,non functional
33320,functional
43858,non functional
35988,functional
35072,non functional
66395,functional needs repair
4595,functional
871,non functional
68025,non functional
57635,functional
44832,non functional
52234,non functional
3646,non functional
10190,functional
41066,non functional
49154,functional needs repair
73257,non functional
57636,functional
20460,functional needs repair
51658,non functional
4594,functional
48716,functional
56554,functional
42359,non functional
27914,non functional
54275,non functional
55323,functional
31227,functional
64497,functional
52520,functional
23723,non functional
31416,functional
36702,functional
46329,functional
47403,non functional
46722,functional needs repair
36106,functional
70155,functional needs repair
43065,functional
3568,functional
43163,functional
7446,functional
41604,functional
73473,non functional
17797,functional
62982,non functional
50311,functional
13660,functional
18556,functional
43343,functional
6527,functional needs repair
51791,functional
16478,functional
5233,functional
26673,functional
24259,non functional
34340,functional needs repair
16217,functional
19122,functional
